   NUMBER,NAME,LAT,LON,TIME,WIND,PR,STAT,YEAR,TIMESTAMP 
757,NOT NAMED,22.2,-95.2,09/24/00Z,75,0,HURRICANE-1,1949,9/24/1949 0:00
757,NOT NAMED,22,-95.5,09/24/06Z,80,0,HURRICANE-1,1949,9/24/1949 6:00
757,NOT NAMED,21.9,-95.9,09/24/12Z,85,0,HURRICANE-2,1949,9/24/1949 12:00
757,NOT NAMED,21.7,-96.1,09/24/18Z,85,0,HURRICANE-2,1949,9/24/1949 18:00
757,NOT NAMED,21.6,-96.1,09/25/00Z,85,0,HURRICANE-2,1949,9/25/1949 0:00
757,NOT NAMED,21.4,-96.1,09/25/06Z,80,0,HURRICANE-1,1949,9/25/1949 6:00
757,NOT NAMED,21,-96,09/25/12Z,80,0,HURRICANE-1,1949,9/25/1949 12:00
757,NOT NAMED,20.6,-95.8,09/25/18Z,75,0,HURRICANE-1,1949,9/25/1949 18:00
757,NOT NAMED,20.3,-95.8,09/26/00Z,65,0,HURRICANE-1,1949,9/26/1949 0:00
757,NOT NAMED,19.7,-95.9,09/26/06Z,55,0,TROPICAL STORM,1949,9/26/1949 6:00
757,NOT NAMED,18.8,-96.2,09/26/12Z,35,0,TROPICAL STORM,1949,9/26/1949 12:00
757,NOT NAMED,18.1,-96.5,09/26/18Z,20,0,TROPICAL DEPRESSION,1949,9/26/1949 18:00
758,NOT NAMED,0,0,09/21/00Z,0,0,,1949,9/21/1949 0:00
758,NOT NAMED,16.2,-62.5,09/21/06Z,60,0,TROPICAL STORM,1949,9/21/1949 6:00
758,NOT NAMED,16.4,-65.3,09/21/12Z,65,0,HURRICANE-1,1949,9/21/1949 12:00
758,NOT NAMED,16.9,-66.6,09/21/18Z,70,0,HURRICANE-1,1949,9/21/1949 18:00
758,NOT NAMED,17.3,-67.8,09/22/00Z,70,0,HURRICANE-1,1949,9/22/1949 0:00
758,NOT NAMED,17.8,-68.8,09/22/06Z,70,0,HURRICANE-1,1949,9/22/1949 6:00
758,NOT NAMED,18.2,-69.9,09/22/12Z,65,0,HURRICANE-1,1949,9/22/1949 12:00
758,NOT NAMED,18.5,-72,09/22/18Z,35,0,TROPICAL STORM,1949,9/22/1949 18:00
759,NOT NAMED,0,0,09/27/00Z,0,0,,1949,9/27/1949 0:00
759,NOT NAMED,12.5,-89.5,09/27/06Z,35,0,TROPICAL STORM,1949,9/27/1949 6:00
759,NOT NAMED,13.3,-90.1,09/27/12Z,35,0,TROPICAL STORM,1949,9/27/1949 12:00
759,NOT NAMED,13.4,-90.2,09/27/18Z,35,0,TROPICAL STORM,1949,9/27/1949 18:00
759,NOT NAMED,13.5,-90.2,09/28/00Z,35,0,TROPICAL STORM,1949,9/28/1949 0:00
759,NOT NAMED,13.7,-90.2,09/28/06Z,35,0,TROPICAL STORM,1949,9/28/1949 6:00
759,NOT NAMED,14,-90.2,09/28/12Z,35,0,TROPICAL STORM,1949,9/28/1949 12:00
759,NOT NAMED,14.2,-90.3,09/28/18Z,35,0,TROPICAL STORM,1949,9/28/1949 18:00
759,NOT NAMED,14.4,-90.5,09/29/00Z,35,0,TROPICAL STORM,1949,9/29/1949 0:00
759,NOT NAMED,14.6,-90.7,09/29/06Z,35,0,TROPICAL STORM,1949,9/29/1949 6:00
759,NOT NAMED,15,-91.1,09/29/12Z,35,0,TROPICAL STORM,1949,9/29/1949 12:00
759,NOT NAMED,15.6,-90.9,09/29/18Z,35,0,TROPICAL STORM,1949,9/29/1949 18:00
759,NOT NAMED,16.3,-90.9,09/30/00Z,35,0,TROPICAL STORM,1949,9/30/1949 0:00
759,NOT NAMED,16.8,-90.8,09/30/06Z,35,0,TROPICAL STORM,1949,9/30/1949 6:00
759,NOT NAMED,17.3,-90.6,09/30/12Z,40,0,TROPICAL STORM,1949,9/30/1949 12:00
759,NOT NAMED,17.9,-90.5,09/30/18Z,40,0,TROPICAL STORM,1949,9/30/1949 18:00
759,NOT NAMED,18.5,-90.5,10/01/00Z,40,0,TROPICAL STORM,1949,10/1/1949 0:00
759,NOT NAMED,18.8,-90.7,10/01/06Z,45,0,TROPICAL STORM,1949,10/1/1949 6:00
759,NOT NAMED,19.1,-91.2,10/01/12Z,45,0,TROPICAL STORM,1949,10/1/1949 12:00
759,NOT NAMED,19.5,-91.8,10/01/18Z,50,0,TROPICAL STORM,1949,10/1/1949 18:00
759,NOT NAMED,20,-92.5,10/02/00Z,50,0,TROPICAL STORM,1949,10/2/1949 0:00
759,NOT NAMED,20.6,-93.2,10/02/06Z,55,0,TROPICAL STORM,1949,10/2/1949 6:00
759,NOT NAMED,21.3,-93.8,10/02/12Z,60,0,TROPICAL STORM,1949,10/2/1949 12:00
759,NOT NAMED,22,-94.3,10/02/18Z,65,0,HURRICANE-1,1949,10/2/1949 18:00
759,NOT NAMED,22.7,-94.6,10/03/00Z,75,0,HURRICANE-1,1949,10/3/1949 0:00
759,NOT NAMED,23.5,-94.9,10/03/06Z,85,0,HURRICANE-2,1949,10/3/1949 6:00
759,NOT NAMED,24.5,-95.2,10/03/12Z,95,0,HURRICANE-2,1949,10/3/1949 12:00
759,NOT NAMED,26,-95.5,10/03/18Z,100,0,HURRICANE-3,1949,10/3/1949 18:00
759,NOT NAMED,27.6,-95.6,10/04/00Z,110,0,HURRICANE-3,1949,10/4/1949 0:00
759,NOT NAMED,29.1,-95.4,10/04/06Z,115,0,HURRICANE-4,1949,10/4/1949 6:00
759,NOT NAMED,30.3,-95,10/04/12Z,60,0,TROPICAL STORM,1949,10/4/1949 12:00
759,NOT NAMED,31,-94.6,10/04/18Z,55,0,TROPICAL STORM,1949,10/4/1949 18:00
759,NOT NAMED,31.6,-94.1,10/05/00Z,50,0,TROPICAL STORM,1949,10/5/1949 0:00
759,NOT NAMED,32.3,-93.6,10/05/06Z,45,0,TROPICAL STORM,1949,10/5/1949 6:00
759,NOT NAMED,33,-93.1,10/05/12Z,40,0,TROPICAL STORM,1949,10/5/1949 12:00
759,NOT NAMED,33.9,-92.5,10/05/18Z,35,0,TROPICAL STORM,1949,10/5/1949 18:00
759,NOT NAMED,35.4,-91.7,10/06/00Z,35,0,TROPICAL STORM,1949,10/6/1949 0:00
759,NOT NAMED,37.5,-90.7,10/06/06Z,30,0,TROPICAL DEPRESSION,1949,10/6/1949 6:00
759,NOT NAMED,39.6,-89.6,10/06/12Z,30,0,TROPICAL DEPRESSION,1949,10/6/1949 12:00
759,NOT NAMED,42.2,-88.4,10/06/18Z,25,0,TROPICAL DEPRESSION,1949,10/6/1949 18:00
760,NOT NAMED,0,0,10/12/00Z,0,0,,1949,10/12/1949 0:00
760,NOT NAMED,0,0,10/12/06Z,0,0,,1949,10/12/1949 6:00
760,NOT NAMED,18.1,-78.6,10/12/12Z,35,0,TROPICAL STORM,1949,10/12/1949 12:00
760,NOT NAMED,18.9,-76.9,10/12/18Z,35,0,TROPICAL STORM,1949,10/12/1949 18:00
760,NOT NAMED,19.8,-75.6,10/13/00Z,35,0,TROPICAL STORM,1949,10/13/1949 0:00
760,NOT NAMED,20.6,-74.5,10/13/06Z,40,0,TROPICAL STORM,1949,10/13/1949 6:00
760,NOT NAMED,21.5,-73.8,10/13/12Z,45,0,TROPICAL STORM,1949,10/13/1949 12:00
760,NOT NAMED,22.2,-73.3,10/13/18Z,50,0,TROPICAL STORM,1949,10/13/1949 18:00
760,NOT NAMED,22.9,-72.8,10/14/00Z,55,0,TROPICAL STORM,1949,10/14/1949 0:00
760,NOT NAMED,23.5,-72.3,10/14/06Z,60,0,TROPICAL STORM,1949,10/14/1949 6:00
760,NOT NAMED,24.2,-71.9,10/14/12Z,65,0,HURRICANE-1,1949,10/14/1949 12:00
760,NOT NAMED,25,-71.4,10/14/18Z,70,0,HURRICANE-1,1949,10/14/1949 18:00
760,NOT NAMED,25.9,-71,10/15/00Z,75,0,HURRICANE-1,1949,10/15/1949 0:00
760,NOT NAMED,26.8,-70.5,10/15/06Z,75,0,HURRICANE-1,1949,10/15/1949 6:00
760,NOT NAMED,27.6,-70,10/15/12Z,80,0,HURRICANE-1,1949,10/15/1949 12:00
760,NOT NAMED,28.9,-69.4,10/15/18Z,85,0,HURRICANE-2,1949,10/15/1949 18:00
760,NOT NAMED,30.6,-68.8,10/16/00Z,85,0,HURRICANE-2,1949,10/16/1949 0:00
760,NOT NAMED,32.4,-68.3,10/16/06Z,90,0,HURRICANE-2,1949,10/16/1949 6:00
760,NOT NAMED,34.1,-67.7,10/16/12Z,90,0,HURRICANE-2,1949,10/16/1949 12:00
760,NOT NAMED,35,-66.5,10/16/18Z,85,0,HURRICANE-2,1949,10/16/1949 18:00
760,NOT NAMED,35.7,-65.5,10/17/00Z,65,0,HURRICANE-1,1949,10/17/1949 0:00
760,NOT NAMED,36.3,-64.5,10/17/06Z,60,0,TROPICAL STORM,1949,10/17/1949 6:00
760,NOT NAMED,36.9,-63.6,10/17/12Z,55,0,TROPICAL STORM,1949,10/17/1949 12:00
760,NOT NAMED,37.3,-62.9,10/17/18Z,55,0,TROPICAL STORM,1949,10/17/1949 18:00
760,NOT NAMED,37.8,-62.5,10/18/00Z,50,0,TROPICAL STORM,1949,10/18/1949 0:00
760,NOT NAMED,38.5,-62.2,10/18/06Z,50,0,EXTRATROPICAL STORM,1949,10/18/1949 6:00
760,NOT NAMED,39.3,-62,10/18/12Z,50,0,EXTRATROPICAL STORM,1949,10/18/1949 12:00
760,NOT NAMED,40,-62.1,10/18/18Z,45,0,EXTRATROPICAL STORM,1949,10/18/1949 18:00
760,NOT NAMED,40.7,-62.2,10/19/00Z,45,0,EXTRATROPICAL STORM,1949,10/19/1949 0:00
760,NOT NAMED,41.5,-62.2,10/19/06Z,45,0,EXTRATROPICAL STORM,1949,10/19/1949 6:00
760,NOT NAMED,42.1,-61.9,10/19/12Z,45,0,EXTRATROPICAL STORM,1949,10/19/1949 12:00
760,NOT NAMED,43.6,-59.6,10/19/18Z,45,0,EXTRATROPICAL STORM,1949,10/19/1949 18:00
763,ABLE,16.5,-54.5,08/12/00Z,35,0,TROPICAL STORM,1950,8/12/1950 0:00
763,ABLE,17.1,-55.5,08/12/06Z,40,0,TROPICAL STORM,1950,8/12/1950 6:00
763,ABLE,17.7,-57,08/12/12Z,45,0,TROPICAL STORM,1950,8/12/1950 12:00
763,ABLE,18.4,-58.3,08/12/18Z,50,0,TROPICAL STORM,1950,8/12/1950 18:00
763,ABLE,19.1,-59.5,08/13/00Z,50,0,TROPICAL STORM,1950,8/13/1950 0:00
763,ABLE,20.1,-61.1,08/13/06Z,55,0,TROPICAL STORM,1950,8/13/1950 6:00
763,ABLE,21,-62.5,08/13/12Z,65,0,HURRICANE-1,1950,8/13/1950 12:00
763,ABLE,21.6,-63.2,08/13/18Z,70,0,HURRICANE-1,1950,8/13/1950 18:00
763,ABLE,22.2,-63.7,08/14/00Z,70,0,HURRICANE-1,1950,8/14/1950 0:00
763,ABLE,23,-64.6,08/14/06Z,70,0,HURRICANE-1,1950,8/14/1950 6:00
763,ABLE,23.6,-65.3,08/14/12Z,70,0,HURRICANE-1,1950,8/14/1950 12:00
763,ABLE,24,-65.8,08/14/18Z,75,0,HURRICANE-1,1950,8/14/1950 18:00
763,ABLE,24.4,-66.2,08/15/00Z,75,0,HURRICANE-1,1950,8/15/1950 0:00
763,ABLE,24.8,-66.7,08/15/06Z,75,0,HURRICANE-1,1950,8/15/1950 6:00
763,ABLE,25.2,-67.2,08/15/12Z,80,0,HURRICANE-1,1950,8/15/1950 12:00
763,ABLE,25.5,-67.7,08/15/18Z,80,0,HURRICANE-1,1950,8/15/1950 18:00
763,ABLE,25.7,-68.3,08/16/00Z,85,0,HURRICANE-2,1950,8/16/1950 0:00
763,ABLE,25.8,-68.8,08/16/06Z,90,0,HURRICANE-2,1950,8/16/1950 6:00
763,ABLE,25.7,-69.2,08/16/12Z,90,0,HURRICANE-2,1950,8/16/1950 12:00
763,ABLE,25.6,-69.7,08/16/18Z,95,0,HURRICANE-2,1950,8/16/1950 18:00
763,ABLE,25.4,-70.4,08/17/00Z,100,0,HURRICANE-3,1950,8/17/1950 0:00
763,ABLE,25.3,-71.4,08/17/06Z,105,0,HURRICANE-3,1950,8/17/1950 6:00
763,ABLE,25.3,-72.4,08/17/12Z,110,0,HURRICANE-3,1950,8/17/1950 12:00
763,ABLE,25.5,-73.2,08/17/18Z,115,0,HURRICANE-4,1950,8/17/1950 18:00
763,ABLE,26.1,-73.8,08/18/00Z,120,0,HURRICANE-4,1950,8/18/1950 0:00
763,ABLE,26.8,-74.4,08/18/06Z,120,0,HURRICANE-4,1950,8/18/1950 6:00
763,ABLE,27.5,-74.9,08/18/12Z,120,0,HURRICANE-4,1950,8/18/1950 12:00
763,ABLE,28.2,-75.4,08/18/18Z,120,0,HURRICANE-4,1950,8/18/1950 18:00
763,ABLE,28.9,-75.8,08/19/00Z,120,0,HURRICANE-4,1950,8/19/1950 0:00
763,ABLE,29.9,-76.1,08/19/06Z,120,0,HURRICANE-4,1950,8/19/1950 6:00
763,ABLE,31,-76.2,08/19/12Z,120,0,HURRICANE-4,1950,8/19/1950 12:00
763,ABLE,31.9,-76,08/19/18Z,120,0,HURRICANE-4,1950,8/19/1950 18:00
763,ABLE,32.8,-75.7,08/20/00Z,120,0,HURRICANE-4,1950,8/20/1950 0:00
763,ABLE,34.5,-74.8,08/20/06Z,115,0,HURRICANE-4,1950,8/20/1950 6:00
763,ABLE,36.5,-72.9,08/20/12Z,110,0,HURRICANE-3,1950,8/20/1950 12:00
763,ABLE,37.9,-71.4,08/20/18Z,105,0,HURRICANE-3,1950,8/20/1950 18:00
763,ABLE,39.4,-69.5,08/21/00Z,90,0,HURRICANE-2,1950,8/21/1950 0:00
763,ABLE,41.8,-67,08/21/06Z,65,0,HURRICANE-1,1950,8/21/1950 6:00
763,ABLE,44.2,-64.3,08/21/12Z,35,0,TROPICAL STORM,1950,8/21/1950 12:00
763,ABLE,46,-62,08/21/18Z,30,0,TROPICAL DEPRESSION,1950,8/21/1950 18:00
763,ABLE,47.9,-59.6,08/22/00Z,30,0,TROPICAL DEPRESSION,1950,8/22/1950 0:00
763,ABLE,49.8,-56.8,08/22/06Z,25,0,TROPICAL DEPRESSION,1950,8/22/1950 6:00
763,ABLE,51.8,-54,08/22/12Z,25,0,TROPICAL DEPRESSION,1950,8/22/1950 12:00
763,ABLE,53.6,-50.7,08/22/18Z,25,0,TROPICAL DEPRESSION,1950,8/22/1950 18:00
764,BAKER,0,0,08/20/00Z,0,0,,1950,8/20/1950 0:00
764,BAKER,16.3,-55,08/20/06Z,60,0,TROPICAL STORM,1950,8/20/1950 6:00
764,BAKER,16.5,-56.5,08/20/12Z,60,0,TROPICAL STORM,1950,8/20/1950 12:00
764,BAKER,16.5,-57.4,08/20/18Z,65,0,HURRICANE-1,1950,8/20/1950 18:00
764,BAKER,16.6,-58.3,08/21/00Z,80,0,HURRICANE-1,1950,8/21/1950 0:00
764,BAKER,16.6,-59.2,08/21/06Z,95,0,HURRICANE-2,1950,8/21/1950 6:00
764,BAKER,16.7,-60,08/21/12Z,105,0,HURRICANE-3,1950,8/21/1950 12:00
764,BAKER,16.6,-60.7,08/21/18Z,100,0,HURRICANE-3,1950,8/21/1950 18:00
764,BAKER,16.5,-61.3,08/22/00Z,90,0,HURRICANE-2,1950,8/22/1950 0:00
764,BAKER,16.6,-61.8,08/22/06Z,80,0,HURRICANE-1,1950,8/22/1950 6:00
764,BAKER,16.7,-62.4,08/22/12Z,70,0,HURRICANE-1,1950,8/22/1950 12:00
764,BAKER,16.8,-63.1,08/22/18Z,60,0,TROPICAL STORM,1950,8/22/1950 18:00
764,BAKER,17,-64,08/23/00Z,50,0,TROPICAL STORM,1950,8/23/1950 0:00
764,BAKER,17.3,-65,08/23/06Z,40,0,TROPICAL STORM,1950,8/23/1950 6:00
764,BAKER,17.6,-66,08/23/12Z,35,0,TROPICAL STORM,1950,8/23/1950 12:00
764,BAKER,18,-67,08/23/18Z,30,0,TROPICAL DEPRESSION,1950,8/23/1950 18:00
764,BAKER,18.6,-68.3,08/24/00Z,30,0,TROPICAL DEPRESSION,1950,8/24/1950 0:00
764,BAKER,19.4,-70,08/24/06Z,25,0,TROPICAL DEPRESSION,1950,8/24/1950 6:00
764,BAKER,20.3,-71.7,08/24/12Z,25,0,TROPICAL DEPRESSION,1950,8/24/1950 12:00
764,BAKER,20.9,-73.4,08/24/18Z,25,0,TROPICAL DEPRESSION,1950,8/24/1950 18:00
764,BAKER,21.3,-75.1,08/25/00Z,25,0,TROPICAL DEPRESSION,1950,8/25/1950 0:00
764,BAKER,21.6,-77,08/25/06Z,25,0,TROPICAL DEPRESSION,1950,8/25/1950 6:00
764,BAKER,21.8,-78.4,08/25/12Z,30,0,TROPICAL DEPRESSION,1950,8/25/1950 12:00
764,BAKER,21.8,-79.3,08/25/18Z,30,0,TROPICAL DEPRESSION,1950,8/25/1950 18:00
764,BAKER,21.7,-80.1,08/26/00Z,35,0,TROPICAL STORM,1950,8/26/1950 0:00
764,BAKER,21.8,-81,08/26/06Z,35,0,TROPICAL STORM,1950,8/26/1950 6:00
764,BAKER,21.8,-81.8,08/26/12Z,40,0,TROPICAL STORM,1950,8/26/1950 12:00
764,BAKER,21.9,-82.6,08/26/18Z,40,0,TROPICAL STORM,1950,8/26/1950 18:00
764,BAKER,22,-83.3,08/27/00Z,45,0,TROPICAL STORM,1950,8/27/1950 0:00
764,BAKER,22.1,-84.1,08/27/06Z,50,0,TROPICAL STORM,1950,8/27/1950 6:00
764,BAKER,22.2,-84.8,08/27/12Z,50,0,TROPICAL STORM,1950,8/27/1950 12:00
764,BAKER,22.3,-85.6,08/27/18Z,55,0,TROPICAL STORM,1950,8/27/1950 18:00
764,BAKER,22.6,-86.4,08/28/00Z,55,0,TROPICAL STORM,1950,8/28/1950 0:00
764,BAKER,22.9,-87.2,08/28/06Z,60,0,TROPICAL STORM,1950,8/28/1950 6:00
764,BAKER,23.2,-87.7,08/28/12Z,65,0,HURRICANE-1,1950,8/28/1950 12:00
764,BAKER,23.4,-88,08/28/18Z,65,0,HURRICANE-1,1950,8/28/1950 18:00
764,BAKER,23.6,-88.3,08/29/00Z,70,0,HURRICANE-1,1950,8/29/1950 0:00
764,BAKER,23.9,-88.6,08/29/06Z,75,0,HURRICANE-1,1950,8/29/1950 6:00
764,BAKER,24.4,-88.9,08/29/12Z,80,0,HURRICANE-1,1950,8/29/1950 12:00
764,BAKER,25,-89.1,08/29/18Z,85,0,HURRICANE-2,1950,8/29/1950 18:00
764,BAKER,25.6,-89.2,08/30/00Z,90,0,HURRICANE-2,1950,8/30/1950 0:00
764,BAKER,26.3,-89.3,08/30/06Z,90,979,HURRICANE-2,1950,8/30/1950 6:00
764,BAKER,27.2,-89.2,08/30/12Z,95,0,HURRICANE-2,1950,8/30/1950 12:00
764,BAKER,28.2,-88.7,08/30/18Z,95,0,HURRICANE-2,1950,8/30/1950 18:00
764,BAKER,29.4,-88.1,08/31/00Z,75,0,HURRICANE-1,1950,8/31/1950 0:00
764,BAKER,30.8,-87.8,08/31/06Z,65,0,HURRICANE-1,1950,8/31/1950 6:00
764,BAKER,32.2,-87.9,08/31/12Z,50,0,TROPICAL STORM,1950,8/31/1950 12:00
764,BAKER,33.2,-88.1,08/31/18Z,35,0,TROPICAL STORM,1950,8/31/1950 18:00
764,BAKER,34.3,-88.5,09/01/00Z,25,0,TROPICAL DEPRESSION,1950,9/1/1950 0:00
764,BAKER,35.2,-88.9,09/01/06Z,20,0,TROPICAL DEPRESSION,1950,9/1/1950 6:00
764,BAKER,36,-89.3,09/01/12Z,15,0,TROPICAL DEPRESSION,1950,9/1/1950 12:00
764,BAKER,37,-89.9,09/01/18Z,15,0,TROPICAL DEPRESSION,1950,9/1/1950 18:00
765,CHARLIE,0,0,08/21/00Z,0,0,,1950,8/21/1950 0:00
765,CHARLIE,0,0,08/21/06Z,0,0,,1950,8/21/1950 6:00
765,CHARLIE,13.1,-24,08/21/12Z,35,0,TROPICAL STORM,1950,8/21/1950 12:00
765,CHARLIE,12.4,-25.4,08/21/18Z,35,0,TROPICAL STORM,1950,8/21/1950 18:00
765,CHARLIE,11.8,-27,08/22/00Z,35,0,TROPICAL STORM,1950,8/22/1950 0:00
765,CHARLIE,11.2,-28.8,08/22/06Z,35,0,TROPICAL STORM,1950,8/22/1950 6:00
765,CHARLIE,10.7,-30.6,08/22/12Z,35,0,TROPICAL STORM,1950,8/22/1950 12:00
765,CHARLIE,10.4,-32,08/22/18Z,35,0,TROPICAL STORM,1950,8/22/1950 18:00
765,CHARLIE,10.3,-33.2,08/23/00Z,35,0,TROPICAL STORM,1950,8/23/1950 0:00
765,CHARLIE,10.2,-34.4,08/23/06Z,35,0,TROPICAL STORM,1950,8/23/1950 6:00
765,CHARLIE,10.2,-35.6,08/23/12Z,35,0,TROPICAL STORM,1950,8/23/1950 12:00
765,CHARLIE,10.3,-36.9,08/23/18Z,35,0,TROPICAL STORM,1950,8/23/1950 18:00
765,CHARLIE,10.3,-38.2,08/24/00Z,35,0,TROPICAL STORM,1950,8/24/1950 0:00
765,CHARLIE,10.4,-39.1,08/24/06Z,35,0,TROPICAL STORM,1950,8/24/1950 6:00
765,CHARLIE,10.5,-40,08/24/12Z,35,0,TROPICAL STORM,1950,8/24/1950 12:00
765,CHARLIE,10.6,-41,08/24/18Z,40,0,TROPICAL STORM,1950,8/24/1950 18:00
765,CHARLIE,10.8,-42,08/25/00Z,40,0,TROPICAL STORM,1950,8/25/1950 0:00
765,CHARLIE,11,-42.7,08/25/06Z,40,0,TROPICAL STORM,1950,8/25/1950 6:00
765,CHARLIE,11.4,-43.4,08/25/12Z,40,0,TROPICAL STORM,1950,8/25/1950 12:00
765,CHARLIE,12.2,-44.1,08/25/18Z,40,0,TROPICAL STORM,1950,8/25/1950 18:00
765,CHARLIE,13.2,-44.9,08/26/00Z,45,0,TROPICAL STORM,1950,8/26/1950 0:00
765,CHARLIE,14.4,-45.8,08/26/06Z,45,0,TROPICAL STORM,1950,8/26/1950 6:00
765,CHARLIE,15.5,-46.7,08/26/12Z,45,0,TROPICAL STORM,1950,8/26/1950 12:00
765,CHARLIE,16.4,-47.4,08/26/18Z,45,0,TROPICAL STORM,1950,8/26/1950 18:00
765,CHARLIE,17.2,-48,08/27/00Z,50,0,TROPICAL STORM,1950,8/27/1950 0:00
765,CHARLIE,18.1,-48.7,08/27/06Z,55,0,TROPICAL STORM,1950,8/27/1950 6:00
765,CHARLIE,19,-49.5,08/27/12Z,55,0,TROPICAL STORM,1950,8/27/1950 12:00
765,CHARLIE,20.4,-51,08/27/18Z,60,0,TROPICAL STORM,1950,8/27/1950 18:00
765,CHARLIE,22,-52.8,08/28/00Z,70,0,HURRICANE-1,1950,8/28/1950 0:00
765,CHARLIE,23.4,-54.3,08/28/06Z,80,0,HURRICANE-1,1950,8/28/1950 6:00
765,CHARLIE,24.7,-55.5,08/28/12Z,85,0,HURRICANE-2,1950,8/28/1950 12:00
765,CHARLIE,25.5,-56.4,08/28/18Z,90,0,HURRICANE-2,1950,8/28/1950 18:00
765,CHARLIE,26.2,-57.1,08/29/00Z,95,0,HURRICANE-2,1950,8/29/1950 0:00
765,CHARLIE,27.7,-57.7,08/29/06Z,95,0,HURRICANE-2,1950,8/29/1950 6:00
765,CHARLIE,29.2,-58,08/29/12Z,100,0,HURRICANE-3,1950,8/29/1950 12:00
765,CHARLIE,30.3,-57.8,08/29/18Z,100,0,HURRICANE-3,1950,8/29/1950 18:00
765,CHARLIE,31.3,-57.3,08/30/00Z,100,0,HURRICANE-3,1950,8/30/1950 0:00
765,CHARLIE,32.3,-56.6,08/30/06Z,95,0,HURRICANE-2,1950,8/30/1950 6:00
765,CHARLIE,33.2,-55.8,08/30/12Z,90,0,HURRICANE-2,1950,8/30/1950 12:00
765,CHARLIE,32.8,-54.6,08/30/18Z,90,0,HURRICANE-2,1950,8/30/1950 18:00
765,CHARLIE,32.2,-55.4,08/31/00Z,85,0,HURRICANE-2,1950,8/31/1950 0:00
765,CHARLIE,32.4,-56.2,08/31/06Z,85,0,HURRICANE-2,1950,8/31/1950 6:00
765,CHARLIE,32.6,-57.1,08/31/12Z,85,0,HURRICANE-2,1950,8/31/1950 12:00
765,CHARLIE,32.7,-57.7,08/31/18Z,85,0,HURRICANE-2,1950,8/31/1950 18:00
765,CHARLIE,32.7,-58.2,09/01/00Z,75,0,HURRICANE-1,1950,9/1/1950 0:00
765,CHARLIE,32.8,-58.6,09/01/06Z,75,0,HURRICANE-1,1950,9/1/1950 6:00
765,CHARLIE,32.9,-59,09/01/12Z,70,0,HURRICANE-1,1950,9/1/1950 12:00
765,CHARLIE,33,-59.5,09/01/18Z,75,0,HURRICANE-1,1950,9/1/1950 18:00
765,CHARLIE,33,-60.1,09/02/00Z,75,0,HURRICANE-1,1950,9/2/1950 0:00
765,CHARLIE,33.1,-60.7,09/02/06Z,80,0,HURRICANE-1,1950,9/2/1950 6:00
765,CHARLIE,33.3,-61.2,09/02/12Z,85,0,HURRICANE-2,1950,9/2/1950 12:00
765,CHARLIE,34.1,-61.7,09/02/18Z,85,0,HURRICANE-2,1950,9/2/1950 18:00
765,CHARLIE,35,-61.7,09/03/00Z,85,0,HURRICANE-2,1950,9/3/1950 0:00
765,CHARLIE,35.7,-61.3,09/03/06Z,85,0,HURRICANE-2,1950,9/3/1950 6:00
765,CHARLIE,36.3,-60.8,09/03/12Z,85,0,HURRICANE-2,1950,9/3/1950 12:00
765,CHARLIE,36.6,-60.5,09/03/18Z,80,0,HURRICANE-1,1950,9/3/1950 18:00
765,CHARLIE,36.9,-60.1,09/04/00Z,75,0,HURRICANE-1,1950,9/4/1950 0:00
765,CHARLIE,37.3,-59.5,09/04/06Z,70,0,HURRICANE-1,1950,9/4/1950 6:00
765,CHARLIE,37.8,-58.8,09/04/12Z,70,0,HURRICANE-1,1950,9/4/1950 12:00
765,CHARLIE,38.4,-58.1,09/04/18Z,65,0,HURRICANE-1,1950,9/4/1950 18:00
765,CHARLIE,39.7,-56.8,09/05/00Z,55,0,EXTRATROPICAL STORM,1950,9/5/1950 0:00
765,CHARLIE,41.7,-54.7,09/05/06Z,45,0,EXTRATROPICAL STORM,1950,9/5/1950 6:00
765,CHARLIE,43.7,-52.5,09/05/12Z,40,0,EXTRATROPICAL STORM,1950,9/5/1950 12:00
765,CHARLIE,0,0,09/05/18Z,0,0,,1950,9/5/1950 18:00
766,DOG,0,0,08/30/00Z,0,0,,1950,8/30/1950 0:00
766,DOG,0,0,08/30/06Z,0,0,,1950,8/30/1950 6:00
766,DOG,0,0,08/30/12Z,0,0,,1950,8/30/1950 12:00
766,DOG,15.2,-55.3,08/30/18Z,60,0,TROPICAL STORM,1950,8/30/1950 18:00
766,DOG,15.7,-56.5,08/31/00Z,65,0,HURRICANE-1,1950,8/31/1950 0:00
766,DOG,15.9,-57.6,08/31/06Z,70,0,HURRICANE-1,1950,8/31/1950 6:00
766,DOG,16,-58.7,08/31/12Z,75,0,HURRICANE-1,1950,8/31/1950 12:00
766,DOG,16.2,-59.6,08/31/18Z,80,0,HURRICANE-1,1950,8/31/1950 18:00
766,DOG,16.4,-60.3,09/01/00Z,85,0,HURRICANE-2,1950,9/1/1950 0:00
766,DOG,16.9,-61.1,09/01/06Z,90,0,HURRICANE-2,1950,9/1/1950 6:00
766,DOG,17.5,-61.8,09/01/12Z,95,0,HURRICANE-2,1950,9/1/1950 12:00
766,DOG,17.9,-62.3,09/01/18Z,105,0,HURRICANE-3,1950,9/1/1950 18:00
766,DOG,18.4,-62.8,09/02/00Z,110,0,HURRICANE-3,1950,9/2/1950 0:00
766,DOG,19.1,-63.6,09/02/06Z,110,0,HURRICANE-3,1950,9/2/1950 6:00
