   NUMBER,NAME,LAT,LON,TIME,WIND,PR,STAT,YEAR,TIMESTAMP 
1,NOT NAMED,28,-94.8,06/25/00Z,80,0,HURRICANE-1,1851,
1,NOT NAMED,28,-95.4,06/25/06Z,80,0,HURRICANE-1,1851,
1,NOT NAMED,28,-96,06/25/12Z,80,0,HURRICANE-1,1851,
1,NOT NAMED,28.1,-96.5,06/25/18Z,80,0,HURRICANE-1,1851,
1,NOT NAMED,28.2,-97,06/26/00Z,70,0,HURRICANE-1,1851,
1,NOT NAMED,28.3,-97.6,06/26/06Z,60,0,TROPICAL STORM,1851,
1,NOT NAMED,28.4,-98.3,06/26/12Z,60,0,TROPICAL STORM,1851,
1,NOT NAMED,28.6,-98.9,06/26/18Z,50,0,TROPICAL STORM,1851,
1,NOT NAMED,29,-99.4,06/27/00Z,50,0,TROPICAL STORM,1851,
1,NOT NAMED,29.5,-99.8,06/27/06Z,40,0,TROPICAL STORM,1851,
1,NOT NAMED,30,-100,06/27/12Z,40,0,TROPICAL STORM,1851,
1,NOT NAMED,30.5,-100.1,06/27/18Z,40,0,TROPICAL STORM,1851,
1,NOT NAMED,31,-100.2,06/28/00Z,40,0,TROPICAL STORM,1851,
1,NOT NAMED,0,0,06/28/06Z,0,0,,1851,
1,NOT NAMED,0,0,06/28/12Z,0,0,,1851,
1,NOT NAMED,0,0,06/28/18Z,0,0,,1851,
2,NOT NAMED,0,0,07/05/00Z,0,0,,1851,
2,NOT NAMED,0,0,07/05/06Z,0,0,,1851,
2,NOT NAMED,22.2,-97.6,07/05/12Z,80,0,HURRICANE-1,1851,
2,NOT NAMED,0,0,07/05/18Z,0,0,,1851,
4,NOT NAMED,13.4,-48,08/16/00Z,40,0,TROPICAL STORM,1851,
4,NOT NAMED,13.7,-49.5,08/16/06Z,40,0,TROPICAL STORM,1851,
4,NOT NAMED,14,-51,08/16/12Z,50,0,TROPICAL STORM,1851,
4,NOT NAMED,14.4,-52.8,08/16/18Z,50,0,TROPICAL STORM,1851,
4,NOT NAMED,14.9,-54.6,08/17/00Z,60,0,TROPICAL STORM,1851,
4,NOT NAMED,15.4,-56.5,08/17/06Z,60,0,TROPICAL STORM,1851,
4,NOT NAMED,15.9,-58.5,08/17/12Z,70,0,HURRICANE-1,1851,
4,NOT NAMED,16.1,-60.4,08/17/18Z,70,0,HURRICANE-1,1851,
4,NOT NAMED,16.6,-62.5,08/18/00Z,80,0,HURRICANE-1,1851,
4,NOT NAMED,16.9,-64.1,08/18/06Z,80,0,HURRICANE-1,1851,
4,NOT NAMED,17.2,-66,08/18/12Z,90,0,HURRICANE-2,1851,
4,NOT NAMED,17.6,-67.6,08/18/18Z,90,0,HURRICANE-2,1851,
4,NOT NAMED,18,-69.3,08/19/00Z,90,0,HURRICANE-2,1851,
4,NOT NAMED,18.4,-71.1,08/19/06Z,70,0,HURRICANE-1,1851,
4,NOT NAMED,18.9,-72.6,08/19/12Z,60,0,TROPICAL STORM,1851,
4,NOT NAMED,19.4,-74.3,08/19/18Z,60,0,TROPICAL STORM,1851,
4,NOT NAMED,19.9,-75.9,08/20/00Z,70,0,HURRICANE-1,1851,
4,NOT NAMED,20.5,-77.6,08/20/06Z,70,0,HURRICANE-1,1851,
4,NOT NAMED,21.2,-79,08/20/12Z,70,0,HURRICANE-1,1851,
4,NOT NAMED,21.9,-80.4,08/20/18Z,70,0,HURRICANE-1,1851,
4,NOT NAMED,22.6,-81.4,08/21/00Z,60,0,TROPICAL STORM,1851,
4,NOT NAMED,23.2,-82.5,08/21/06Z,60,0,TROPICAL STORM,1851,
4,NOT NAMED,23.9,-83.6,08/21/12Z,70,0,HURRICANE-1,1851,
4,NOT NAMED,24.4,-84.3,08/21/18Z,70,0,HURRICANE-1,1851,
4,NOT NAMED,25,-84.9,08/22/00Z,80,0,HURRICANE-1,1851,
4,NOT NAMED,25.6,-85.5,08/22/06Z,80,0,HURRICANE-1,1851,
4,NOT NAMED,26.2,-86,08/22/12Z,90,0,HURRICANE-2,1851,
4,NOT NAMED,26.8,-86.3,08/22/18Z,90,0,HURRICANE-2,1851,
4,NOT NAMED,27.4,-86.5,08/23/00Z,100,0,HURRICANE-3,1851,
4,NOT NAMED,28,-86.6,08/23/06Z,100,0,HURRICANE-3,1851,
4,NOT NAMED,28.5,-86.6,08/23/12Z,100,0,HURRICANE-3,1851,
4,NOT NAMED,29.6,-86.1,08/23/18Z,100,0,HURRICANE-3,1851,
4,NOT NAMED,30.7,-85.1,08/24/00Z,90,0,HURRICANE-2,1851,
4,NOT NAMED,31.6,-84.1,08/24/06Z,70,0,HURRICANE-1,1851,
4,NOT NAMED,32.5,-83,08/24/12Z,60,0,TROPICAL STORM,1851,
4,NOT NAMED,33.4,-81.4,08/24/18Z,50,0,TROPICAL STORM,1851,
4,NOT NAMED,34,-80,08/25/00Z,40,0,TROPICAL STORM,1851,
4,NOT NAMED,34.8,-78.6,08/25/06Z,40,0,TROPICAL STORM,1851,
4,NOT NAMED,35.8,-77,08/25/12Z,40,0,TROPICAL STORM,1851,
4,NOT NAMED,36.8,-75.1,08/25/18Z,40,0,TROPICAL STORM,1851,
4,NOT NAMED,37.8,-73.6,08/26/00Z,40,0,TROPICAL STORM,1851,
4,NOT NAMED,38.9,-71.8,08/26/06Z,40,0,TROPICAL STORM,1851,
4,NOT NAMED,40,-70,08/26/12Z,40,0,TROPICAL STORM,1851,
4,NOT NAMED,41.3,-66.8,08/26/18Z,40,0,TROPICAL STORM,1851,
4,NOT NAMED,42.8,-63.3,08/27/00Z,40,0,TROPICAL STORM,1851,
4,NOT NAMED,44.5,-60.2,08/27/06Z,40,0,TROPICAL STORM,1851,
4,NOT NAMED,46.4,-57.2,08/27/12Z,40,0,TROPICAL STORM,1851,
4,NOT NAMED,48.5,-54.2,08/27/18Z,40,0,TROPICAL STORM,1851,
7,NOT NAMED,20.5,-67.1,08/19/00Z,60,0,TROPICAL STORM,1852,
7,NOT NAMED,20.7,-68,08/19/06Z,60,0,TROPICAL STORM,1852,
7,NOT NAMED,20.9,-68.8,08/19/12Z,60,0,TROPICAL STORM,1852,
7,NOT NAMED,21.1,-69.6,08/19/18Z,60,0,TROPICAL STORM,1852,
7,NOT NAMED,21.2,-70.6,08/20/00Z,70,0,HURRICANE-1,1852,
7,NOT NAMED,21.5,-71.9,08/20/06Z,70,0,HURRICANE-1,1852,
7,NOT NAMED,21.7,-73,08/20/12Z,70,0,HURRICANE-1,1852,
7,NOT NAMED,21.9,-74,08/20/18Z,70,0,HURRICANE-1,1852,
7,NOT NAMED,22.1,-74.9,08/21/00Z,80,0,HURRICANE-1,1852,
7,NOT NAMED,22.2,-76.1,08/21/06Z,80,0,HURRICANE-1,1852,
7,NOT NAMED,22.6,-77.1,08/21/12Z,80,0,HURRICANE-1,1852,
7,NOT NAMED,22.9,-78.1,08/21/18Z,80,0,HURRICANE-1,1852,
7,NOT NAMED,23.2,-79.3,08/22/00Z,90,0,HURRICANE-2,1852,
7,NOT NAMED,23.5,-80.1,08/22/06Z,90,0,HURRICANE-2,1852,
7,NOT NAMED,23.8,-81.1,08/22/12Z,90,0,HURRICANE-2,1852,
7,NOT NAMED,24.2,-82.1,08/22/18Z,90,0,HURRICANE-2,1852,
7,NOT NAMED,24.7,-83.1,08/23/00Z,90,0,HURRICANE-2,1852,
7,NOT NAMED,25.2,-83.9,08/23/06Z,90,0,HURRICANE-2,1852,
7,NOT NAMED,25.7,-84.6,08/23/12Z,90,0,HURRICANE-2,1852,
7,NOT NAMED,26.2,-85.3,08/23/18Z,90,0,HURRICANE-2,1852,
7,NOT NAMED,26.7,-86,08/24/00Z,100,0,HURRICANE-3,1852,
7,NOT NAMED,27.2,-86.6,08/24/06Z,100,0,HURRICANE-3,1852,
7,NOT NAMED,27.7,-87.1,08/24/12Z,100,0,HURRICANE-3,1852,
7,NOT NAMED,28.2,-87.5,08/24/18Z,100,0,HURRICANE-3,1852,
7,NOT NAMED,28.6,-87.8,08/25/00Z,100,0,HURRICANE-3,1852,
7,NOT NAMED,28.8,-88,08/25/06Z,100,0,HURRICANE-3,1852,
7,NOT NAMED,29.1,-88.2,08/25/12Z,100,0,HURRICANE-3,1852,
7,NOT NAMED,29.4,-88.4,08/25/18Z,100,0,HURRICANE-3,1852,
7,NOT NAMED,29.8,-88.6,08/26/00Z,100,0,HURRICANE-3,1852,
7,NOT NAMED,30.2,-88.6,08/26/06Z,100,961,HURRICANE-3,1852,
7,NOT NAMED,30.6,-88.5,08/26/12Z,90,0,HURRICANE-2,1852,
7,NOT NAMED,31.2,-88.1,08/26/18Z,70,0,HURRICANE-1,1852,
7,NOT NAMED,31.8,-87.4,08/27/00Z,50,0,TROPICAL STORM,1852,
7,NOT NAMED,32.3,-86.3,08/27/06Z,40,0,TROPICAL STORM,1852,
7,NOT NAMED,32.8,-84.8,08/27/12Z,40,0,TROPICAL STORM,1852,
7,NOT NAMED,33.2,-82.8,08/27/18Z,40,0,TROPICAL STORM,1852,
7,NOT NAMED,33.5,-80.5,08/28/00Z,40,0,TROPICAL STORM,1852,
7,NOT NAMED,33.8,-78.2,08/28/06Z,40,0,TROPICAL STORM,1852,
7,NOT NAMED,34,-76,08/28/12Z,40,0,TROPICAL STORM,1852,
7,NOT NAMED,34.4,-74.2,08/28/18Z,40,0,TROPICAL STORM,1852,
7,NOT NAMED,35.2,-72.8,08/29/00Z,50,0,TROPICAL STORM,1852,
7,NOT NAMED,36.4,-71.8,08/29/06Z,50,0,TROPICAL STORM,1852,
7,NOT NAMED,38,-70.8,08/29/12Z,50,0,TROPICAL STORM,1852,
7,NOT NAMED,39.6,-69.6,08/29/18Z,50,0,TROPICAL STORM,1852,
7,NOT NAMED,41,-68,08/30/00Z,50,0,TROPICAL STORM,1852,
7,NOT NAMED,0,0,08/30/06Z,0,0,,1852,
7,NOT NAMED,0,0,08/30/12Z,0,0,,1852,
7,NOT NAMED,0,0,08/30/18Z,0,0,,1852,
8,NOT NAMED,17,-64.1,09/05/00Z,70,0,HURRICANE-1,1852,
8,NOT NAMED,17.4,-65.1,09/05/06Z,70,0,HURRICANE-1,1852,
8,NOT NAMED,17.7,-66.1,09/05/12Z,70,0,HURRICANE-1,1852,
8,NOT NAMED,18.2,-67.1,09/05/18Z,60,0,TROPICAL STORM,1852,
8,NOT NAMED,18.6,-68.8,09/06/00Z,60,0,TROPICAL STORM,1852,
8,NOT NAMED,19.2,-70.1,09/06/06Z,50,0,TROPICAL STORM,1852,
8,NOT NAMED,19.5,-71.4,09/06/12Z,40,0,TROPICAL STORM,1852,
8,NOT NAMED,19.7,-72.5,09/06/18Z,40,0,TROPICAL STORM,1852,
9,NOT NAMED,26.4,-90.4,09/09/00Z,70,0,HURRICANE-1,1852,
9,NOT NAMED,26.5,-89.6,09/09/06Z,70,0,HURRICANE-1,1852,
9,NOT NAMED,26.6,-88.8,09/09/12Z,70,0,HURRICANE-1,1852,
9,NOT NAMED,26.6,-88.1,09/09/18Z,70,0,HURRICANE-1,1852,
9,NOT NAMED,26.8,-87.4,09/10/00Z,70,0,HURRICANE-1,1852,
9,NOT NAMED,26.9,-86.6,09/10/06Z,70,0,HURRICANE-1,1852,
9,NOT NAMED,27.1,-86.1,09/10/12Z,70,0,HURRICANE-1,1852,
9,NOT NAMED,27.3,-85.6,09/10/18Z,70,0,HURRICANE-1,1852,
9,NOT NAMED,27.5,-85.1,09/11/00Z,70,0,HURRICANE-1,1852,
9,NOT NAMED,27.7,-84.6,09/11/06Z,70,0,HURRICANE-1,1852,
9,NOT NAMED,27.8,-84,09/11/12Z,70,0,HURRICANE-1,1852,
9,NOT NAMED,27.9,-83.4,09/11/18Z,70,0,HURRICANE-1,1852,
9,NOT NAMED,28,-82.8,09/12/00Z,70,0,HURRICANE-1,1852,
9,NOT NAMED,28.1,-82.2,09/12/06Z,60,0,TROPICAL STORM,1852,
9,NOT NAMED,28.2,-81.5,09/12/12Z,50,0,TROPICAL STORM,1852,
9,NOT NAMED,28.5,-80.5,09/12/18Z,50,0,TROPICAL STORM,1852,
9,NOT NAMED,29.2,-79,09/13/00Z,60,0,TROPICAL STORM,1852,
9,NOT NAMED,30.4,-77,09/13/06Z,70,0,HURRICANE-1,1852,
9,NOT NAMED,32,-74.5,09/13/12Z,70,0,HURRICANE-1,1852,
9,NOT NAMED,34,-71.5,09/13/18Z,70,0,HURRICANE-1,1852,
10,NOT NAMED,16.1,-58.5,09/22/00Z,50,0,TROPICAL STORM,1852,
10,NOT NAMED,16.4,-59.1,09/22/06Z,50,0,TROPICAL STORM,1852,
10,NOT NAMED,16.7,-59.7,09/22/12Z,50,0,TROPICAL STORM,1852,
10,NOT NAMED,17,-60.3,09/22/18Z,50,0,TROPICAL STORM,1852,
10,NOT NAMED,17.4,-61.2,09/23/00Z,60,0,TROPICAL STORM,1852,
10,NOT NAMED,17.7,-62.2,09/23/06Z,60,0,TROPICAL STORM,1852,
10,NOT NAMED,18.1,-63.1,09/23/12Z,70,0,HURRICANE-1,1852,
10,NOT NAMED,18.4,-63.7,09/23/18Z,70,0,HURRICANE-1,1852,
10,NOT NAMED,18.7,-64.3,09/24/00Z,70,0,HURRICANE-1,1852,
10,NOT NAMED,18.9,-65,09/24/06Z,70,0,HURRICANE-1,1852,
10,NOT NAMED,19.1,-65.8,09/24/12Z,70,0,HURRICANE-1,1852,
10,NOT NAMED,19.2,-66.6,09/24/18Z,70,0,HURRICANE-1,1852,
10,NOT NAMED,19.5,-67.4,09/25/00Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,19.7,-68.1,09/25/06Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,19.9,-68.8,09/25/12Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,20,-69.6,09/25/18Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,20.1,-70.3,09/26/00Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,20.4,-70.9,09/26/06Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,20.7,-71.6,09/26/12Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,21,-72.1,09/26/18Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,21.4,-73,09/27/00Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,21.9,-73.6,09/27/06Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,22.5,-74,09/27/12Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,23.2,-74.4,09/27/18Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,23.9,-74.6,09/28/00Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,24.6,-74.6,09/28/06Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,25.4,-74.5,09/28/12Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,26.5,-74,09/28/18Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,27.4,-73.5,09/29/00Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,28.2,-72.9,09/29/06Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,29,-72.3,09/29/12Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,30.2,-71.5,09/29/18Z,80,0,HURRICANE-1,1852,
10,NOT NAMED,31.6,-70.5,09/30/00Z,70,0,HURRICANE-1,1852,
10,NOT NAMED,32.7,-69.6,09/30/06Z,70,0,HURRICANE-1,1852,
10,NOT NAMED,33.8,-69.1,09/30/12Z,70,0,HURRICANE-1,1852,
10,NOT NAMED,34.9,-68.6,09/30/18Z,70,0,HURRICANE-1,1852,
11,NOT NAMED,17,-73.8,10/06/00Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,17.1,-75,10/06/06Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,17.2,-76.3,10/06/12Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,17.2,-77.8,10/06/18Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,17.7,-79.6,10/07/00Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,18.2,-81.5,10/07/06Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,18.7,-83.1,10/07/12Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,19.5,-84.4,10/07/18Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,20.4,-85.5,10/08/00Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,21.2,-86.4,10/08/06Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,22.4,-86.9,10/08/12Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,24,-86.8,10/08/18Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,25.6,-86.4,10/09/00Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,26.9,-85.9,10/09/06Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,28,-85.5,10/09/12Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,29.2,-84.9,10/09/18Z,90,0,HURRICANE-2,1852,
11,NOT NAMED,30.5,-83.9,10/10/00Z,80,0,HURRICANE-1,1852,
11,NOT NAMED,31.8,-82.8,10/10/06Z,60,0,TROPICAL STORM,1852,
11,NOT NAMED,33,-81.1,10/10/12Z,50,0,TROPICAL STORM,1852,
11,NOT NAMED,34,-79.5,10/10/18Z,50,0,TROPICAL STORM,1852,
11,NOT NAMED,35,-77,10/11/00Z,50,0,TROPICAL STORM,1852,
11,NOT NAMED,36,-74,10/11/06Z,50,0,TROPICAL STORM,1852,
11,NOT NAMED,38,-70,10/11/12Z,60,0,TROPICAL STORM,1852,
11,NOT NAMED,40,-66,10/11/18Z,60,0,TROPICAL STORM,1852,
14,NOT NAMED,12.1,-23.2,08/30/00Z,40,0,TROPICAL STORM,1853,
14,NOT NAMED,12.3,-25.1,08/30/06Z,40,0,TROPICAL STORM,1853,
14,NOT NAMED,12.5,-27,08/30/12Z,40,0,TROPICAL STORM,1853,
14,NOT NAMED,12.8,-28.9,08/30/18Z,40,0,TROPICAL STORM,1853,
14,NOT NAMED,13,-30.9,08/31/00Z,50,0,TROPICAL STORM,1853,
14,NOT NAMED,13.3,-33,08/31/06Z,50,0,TROPICAL STORM,1853,
14,NOT NAMED,13.6,-35,08/31/12Z,60,0,TROPICAL STORM,1853,
14,NOT NAMED,13.9,-36.8,08/31/18Z,60,0,TROPICAL STORM,1853,
14,NOT NAMED,14.2,-38.5,09/01/00Z,70,0,HURRICANE-1,1853,
14,NOT NAMED,14.6,-40.5,09/01/06Z,70,0,HURRICANE-1,1853,
14,NOT NAMED,14.9,-42.3,09/01/12Z,80,0,HURRICANE-1,1853,
14,NOT NAMED,15.2,-43.9,09/01/18Z,80,0,HURRICANE-1,1853,
14,NOT NAMED,15.7,-45.7,09/02/00Z,90,0,HURRICANE-2,1853,
14,NOT NAMED,16.2,-47.3,09/02/06Z,90,0,HURRICANE-2,1853,
14,NOT NAMED,16.7,-49,09/02/12Z,100,0,HURRICANE-3,1853,
14,NOT NAMED,17.4,-51,09/02/18Z,110,0,HURRICANE-3,1853,
14,NOT NAMED,18.2,-52.8,09/03/00Z,120,0,HURRICANE-4,1853,
14,NOT NAMED,19.1,-54.6,09/03/06Z,130,0,HURRICANE-4,1853,
14,NOT NAMED,19.7,-56.2,09/03/12Z,130,924,HURRICANE-4,1853,
14,NOT NAMED,20.7,-58,09/03/18Z,130,0,HURRICANE-4,1853,
14,NOT NAMED,21.2,-59.9,09/04/00Z,120,0,HURRICANE-4,1853,
14,NOT NAMED,22,-61.8,09/04/06Z,120,0,HURRICANE-4,1853,
14,NOT NAMED,22.7,-63.7,09/04/12Z,120,0,HURRICANE-4,1853,
14,NOT NAMED,23.4,-65.3,09/04/18Z,120,0,HURRICANE-4,1853,
14,NOT NAMED,24.2,-67.1,09/05/00Z,120,0,HURRICANE-4,1853,
14,NOT NAMED,25,-68.6,09/05/06Z,120,0,HURRICANE-4,1853,
14,NOT NAMED,25.8,-70.1,09/05/12Z,120,0,HURRICANE-4,1853,
14,NOT NAMED,26.6,-71.1,09/05/18Z,120,0,HURRICANE-4,1853,
14,NOT NAMED,27.3,-72,09/06/00Z,120,0,HURRICANE-4,1853,
14,NOT NAMED,28.2,-72.9,09/06/06Z,120,0,HURRICANE-4,1853,
14,NOT NAMED,29.1,-73.5,09/06/12Z,120,0,HURRICANE-4,1853,
14,NOT NAMED,30.2,-74,09/06/18Z,120,0,HURRICANE-4,1853,
14,NOT NAMED,31.2,-74.3,09/07/00Z,110,0,HURRICANE-3,1853,
14,NOT NAMED,32.5,-74.1,09/07/06Z,110,0,HURRICANE-3,1853,
14,NOT NAMED,33.7,-73.9,09/07/12Z,100,0,HURRICANE-3,1853,
14,NOT NAMED,34.9,-72.9,09/07/18Z,100,0,HURRICANE-3,1853,
14,NOT NAMED,36,-71.6,09/08/00Z,100,0,HURRICANE-3,1853,
14,NOT NAMED,36.8,-69.9,09/08/06Z,100,0,HURRICANE-3,1853,
14,NOT NAMED,37.5,-67.9,09/08/12Z,100,0,HURRICANE-3,1853,
14,NOT NAMED,38.2,-65.4,09/08/18Z,100,0,HURRICANE-3,1853,
14,NOT NAMED,39,-62.3,09/09/00Z,100,0,HURRICANE-3,1853,
14,NOT NAMED,39.9,-59.4,09/09/06Z,90,0,HURRICANE-2,1853,
14,NOT NAMED,40.8,-56.8,09/09/12Z,80,0,HURRICANE-1,1853,
14,NOT NAMED,41.9,-53.4,09/09/18Z,70,0,HURRICANE-1,1853,
14,NOT NAMED,42.9,-49.5,09/10/00Z,70,0,HURRICANE-1,1853,
14,NOT NAMED,43.9,-45.5,09/10/06Z,70,0,HURRICANE-1,1853,
14,NOT NAMED,45,-41.2,09/10/12Z,70,0,HURRICANE-1,1853,
14,NOT NAMED,46.2,-36.2,09/10/18Z,70,0,HURRICANE-1,1853,
15,NOT NAMED,37,-53,09/08/00Z,100,0,HURRICANE-3,1853,
15,NOT NAMED,38,-51,09/08/06Z,100,0,HURRICANE-3,1853,
15,NOT NAMED,39,-49,09/08/12Z,100,0,HURRICANE-3,1853,
15,NOT NAMED,40,-46.8,09/08/18Z,100,0,HURRICANE-3,1853,
15,NOT NAMED,41.3,-44,09/09/00Z,100,0,HURRICANE-3,1853,
15,NOT NAMED,42.5,-41.5,09/09/06Z,100,0,HURRICANE-3,1853,
15,NOT NAMED,43.4,-39.3,09/09/12Z,100,0,HURRICANE-3,1853,
15,NOT NAMED,44.5,-37.2,09/09/18Z,100,0,HURRICANE-3,1853,
15,NOT NAMED,45.5,-34.7,09/10/00Z,100,0,HURRICANE-3,1853,
15,NOT NAMED,46.3,-32.3,09/10/06Z,100,0,HURRICANE-3,1853,
15,NOT NAMED,47,-30,09/10/12Z,90,0,HURRICANE-2,1853,
15,NOT NAMED,48,-27.5,09/10/18Z,90,0,HURRICANE-2,1853,
17,NOT NAMED,25.8,-62,09/26/00Z,50,0,TROPICAL STORM,1853,
17,NOT NAMED,27.4,-62.5,09/26/06Z,50,0,TROPICAL STORM,1853,
17,NOT NAMED,29,-62.9,09/26/12Z,50,0,TROPICAL STORM,1853,
17,NOT NAMED,30.6,-63.2,09/26/18Z,50,0,TROPICAL STORM,1853,
17,NOT NAMED,32.9,-62.6,09/27/00Z,60,0,TROPICAL STORM,1853,
17,NOT NAMED,34.8,-61.3,09/27/06Z,60,0,TROPICAL STORM,1853,
17,NOT NAMED,36,-59.8,09/27/12Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,36.7,-58.4,09/27/18Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,36.8,-57.4,09/28/00Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,36.3,-56.7,09/28/06Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,35.5,-56.9,09/28/12Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,35.5,-57,09/28/18Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,35.4,-57.2,09/29/00Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,35.3,-57.4,09/29/06Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,35.3,-57.7,09/29/12Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,35.4,-57.9,09/29/18Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,35.5,-58.1,09/30/00Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,35.5,-58.2,09/30/06Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,35.8,-58.3,09/30/12Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,36.3,-58,09/30/18Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,37,-57.5,10/01/00Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,38,-56.8,10/01/06Z,70,0,HURRICANE-1,1853,
17,NOT NAMED,0,0,10/01/12Z,0,0,,1853,
17,NOT NAMED,0,0,10/01/18Z,0,0,,1853,
19,NOT NAMED,27.5,-78.5,10/19/00Z,70,0,HURRICANE-1,1853,
19,NOT NAMED,28,-78.9,10/19/06Z,70,0,HURRICANE-1,1853,
19,NOT NAMED,28.5,-79.3,10/19/12Z,80,0,HURRICANE-1,1853,
19,NOT NAMED,28.9,-79.6,10/19/18Z,80,0,HURRICANE-1,1853,
19,NOT NAMED,29.3,-79.9,10/20/00Z,80,0,HURRICANE-1,1853,
19,NOT NAMED,29.7,-80.2,10/20/06Z,80,0,HURRICANE-1,1853,
19,NOT NAMED,30,-80.5,10/20/12Z,90,0,HURRICANE-2,1853,
19,NOT NAMED,30.3,-80.7,10/20/18Z,90,0,HURRICANE-2,1853,
19,NOT NAMED,30.6,-80.9,10/21/00Z,90,0,HURRICANE-2,1853,
19,NOT NAMED,30.9,-80.9,10/21/06Z,90,0,HURRICANE-2,1853,
19,NOT NAMED,31.3,-80.6,10/21/12Z,80,0,HURRICANE-1,1853,
19,NOT NAMED,31.7,-80.1,10/21/18Z,80,0,HURRICANE-1,1853,
19,NOT NAMED,32.1,-79.4,10/22/00Z,80,0,HURRICANE-1,1853,
19,NOT NAMED,32.5,-78.5,10/22/06Z,80,0,HURRICANE-1,1853,
19,NOT NAMED,0,0,10/22/12Z,0,0,,1853,
19,NOT NAMED,0,0,10/22/18Z,0,0,,1853,
20,NOT NAMED,26,-92.5,06/25/00Z,60,0,TROPICAL STORM,1854,
20,NOT NAMED,26,-93,06/25/06Z,60,0,TROPICAL STORM,1854,
20,NOT NAMED,26,-93.5,06/25/12Z,70,0,HURRICANE-1,1854,
20,NOT NAMED,26,-94,06/25/18Z,70,0,HURRICANE-1,1854,
20,NOT NAMED,26,-94.7,06/26/00Z,70,0,HURRICANE-1,1854,
20,NOT NAMED,26.1,-95.7,06/26/06Z,70,0,HURRICANE-1,1854,
20,NOT NAMED,26.2,-97,06/26/12Z,70,0,HURRICANE-1,1854,
20,NOT NAMED,26.4,-98.5,06/26/18Z,50,0,TROPICAL STORM,1854,
20,NOT NAMED,26.8,-100,06/27/00Z,40,0,TROPICAL STORM,1854,
20,NOT NAMED,27.4,-101.5,06/27/06Z,40,0,TROPICAL STORM,1854,
20,NOT NAMED,28,-103,06/27/12Z,40,0,TROPICAL STORM,1854,
20,NOT NAMED,0,0,06/27/18Z,0,0,,1854,
22,NOT NAMED,26.4,-76.6,09/07/00Z,110,0,HURRICANE-3,1854,
22,NOT NAMED,27.2,-77.6,09/07/06Z,110,0,HURRICANE-3,1854,
22,NOT NAMED,28,-78.6,09/07/12Z,110,938,HURRICANE-3,1854,
22,NOT NAMED,28.8,-79.6,09/07/18Z,110,0,HURRICANE-3,1854,
22,NOT NAMED,29.6,-80.3,09/08/00Z,110,0,HURRICANE-3,1854,
22,NOT NAMED,30.4,-80.6,09/08/06Z,110,0,HURRICANE-3,1854,
22,NOT NAMED,31.1,-80.9,09/08/12Z,100,0,HURRICANE-3,1854,
22,NOT NAMED,31.6,-81.1,09/08/18Z,100,950,HURRICANE-3,1854,
